ts,mAmps
2018-07-08T12:35:54-03:00,291
2018-07-08T12:35:54-03:00,264
2018-07-08T12:35:54-03:00,291
2018-07-08T12:35:54-03:00,264
2018-07-08T12:35:54-03:00,237
2018-07-08T12:35:54-03:00,237
2018-07-08T12:35:54-03:00,237
2018-07-08T12:35:54-03:00,264
2018-07-08T12:35:54-03:00,291
2018-07-08T12:35:54-03:00,264
2018-07-08T12:35:55-03:00,291
2018-07-08T12:35:55-03:00,264
2018-07-08T12:35:55-03:00,291
2018-07-08T12:35:55-03:00,291
2018-07-08T12:35:55-03:00,264
2018-07-08T12:35:55-03:00,318
2018-07-08T12:35:55-03:00,291
2018-07-08T12:35:55-03:00,291
2018-07-08T12:35:55-03:00,264
2018-07-08T12:35:55-03:00,291
2018-07-08T12:35:56-03:00,318
2018-07-08T12:35:56-03:00,237
2018-07-08T12:35:56-03:00,264
2018-07-08T12:35:56-03:00,264
2018-07-08T12:35:56-03:00,264
2018-07-08T12:35:56-03:00,237
2018-07-08T12:35:56-03:00,291
2018-07-08T12:35:56-03:00,264
2018-07-08T12:35:56-03:00,291
2018-07-08T12:35:56-03:00,318
2018-07-08T12:35:57-03:00,264
2018-07-08T12:35:57-03:00,291
2018-07-08T12:35:57-03:00,264
2018-07-08T12:35:57-03:00,291
2018-07-08T12:35:57-03:00,291
2018-07-08T12:35:57-03:00,291
2018-07-08T12:35:57-03:00,291
2018-07-08T12:35:57-03:00,291
2018-07-08T12:35:57-03:00,264
2018-07-08T12:35:57-03:00,291
2018-07-08T12:35:58-03:00,291
2018-07-08T12:35:58-03:00,264
2018-07-08T12:35:58-03:00,291
2018-07-08T12:35:58-03:00,291
2018-07-08T12:35:58-03:00,264
2018-07-08T12:35:58-03:00,291
2018-07-08T12:35:58-03:00,291
2018-07-08T12:35:58-03:00,291
2018-07-08T12:35:58-03:00,264
2018-07-08T12:35:58-03:00,291
2018-07-08T12:35:59-03:00,264
2018-07-08T12:35:59-03:00,291
2018-07-08T12:35:59-03:00,291
2018-07-08T12:35:59-03:00,291
2018-07-08T12:35:59-03:00,264
2018-07-08T12:35:59-03:00,264
2018-07-08T12:35:59-03:00,264
2018-07-08T12:35:59-03:00,264
2018-07-08T12:35:59-03:00,264
2018-07-08T12:35:59-03:00,291
2018-07-08T12:36:00-03:00,264
2018-07-08T12:36:00-03:00,264
2018-07-08T12:36:00-03:00,291
2018-07-08T12:36:00-03:00,291
2018-07-08T12:36:00-03:00,291
2018-07-08T12:36:00-03:00,291
2018-07-08T12:36:00-03:00,318
2018-07-08T12:36:00-03:00,291
2018-07-08T12:36:00-03:00,291
2018-07-08T12:36:00-03:00,318
2018-07-08T12:36:01-03:00,291
2018-07-08T12:36:01-03:00,291
2018-07-08T12:36:01-03:00,318
2018-07-08T12:36:01-03:00,291
2018-07-08T12:36:01-03:00,291
2018-07-08T12:36:01-03:00,318
2018-07-08T12:36:01-03:00,318
2018-07-08T12:36:01-03:00,264
2018-07-08T12:36:01-03:00,291
2018-07-08T12:36:01-03:00,264
2018-07-08T12:36:02-03:00,291
2018-07-08T12:36:02-03:00,291
2018-07-08T12:36:02-03:00,291
2018-07-08T12:36:02-03:00,291
2018-07-08T12:36:02-03:00,264
2018-07-08T12:36:02-03:00,291
2018-07-08T12:36:02-03:00,291
2018-07-08T12:36:02-03:00,264
2018-07-08T12:36:02-03:00,291
2018-07-08T12:36:02-03:00,291
2018-07-08T12:36:03-03:00,291
2018-07-08T12:36:03-03:00,264
2018-07-08T12:36:03-03:00,291
2018-07-08T12:36:03-03:00,291
2018-07-08T12:36:03-03:00,264
2018-07-08T12:36:03-03:00,318
2018-07-08T12:36:03-03:00,291
2018-07-08T12:36:03-03:00,318
2018-07-08T12:36:03-03:00,237
2018-07-08T12:36:03-03:00,264
2018-07-08T12:36:04-03:00,291
2018-07-08T12:36:04-03:00,264
2018-07-08T12:36:04-03:00,291
2018-07-08T12:36:04-03:00,237
2018-07-08T12:36:04-03:00,318
2018-07-08T12:36:04-03:00,291
2018-07-08T12:36:04-03:00,264
2018-07-08T12:36:04-03:00,264
2018-07-08T12:36:04-03:00,264
2018-07-08T12:36:04-03:00,264
2018-07-08T12:36:05-03:00,291
2018-07-08T12:36:05-03:00,264
2018-07-08T12:36:05-03:00,264
2018-07-08T12:36:05-03:00,264
2018-07-08T12:36:05-03:00,291
2018-07-08T12:36:05-03:00,237
2018-07-08T12:36:05-03:00,264
2018-07-08T12:36:05-03:00,291
2018-07-08T12:36:05-03:00,291
2018-07-08T12:36:05-03:00,318
2018-07-08T12:36:06-03:00,264
2018-07-08T12:36:06-03:00,237
2018-07-08T12:36:06-03:00,291
2018-07-08T12:36:06-03:00,264
2018-07-08T12:36:06-03:00,264
2018-07-08T12:36:06-03:00,291
2018-07-08T12:36:06-03:00,291
2018-07-08T12:36:06-03:00,291
2018-07-08T12:36:06-03:00,264
2018-07-08T12:36:06-03:00,291
2018-07-08T12:36:07-03:00,291
2018-07-08T12:36:07-03:00,264
2018-07-08T12:36:07-03:00,291
2018-07-08T12:36:07-03:00,372
2018-07-08T12:36:07-03:00,264
2018-07-08T12:36:07-03:00,291
2018-07-08T12:36:07-03:00,291
2018-07-08T12:36:07-03:00,345
2018-07-08T12:36:07-03:00,318
2018-07-08T12:36:07-03:00,318
2018-07-08T12:36:08-03:00,291
2018-07-08T12:36:08-03:00,291
2018-07-08T12:36:08-03:00,264
2018-07-08T12:36:08-03:00,291
2018-07-08T12:36:08-03:00,291
2018-07-08T12:36:08-03:00,291
2018-07-08T12:36:08-03:00,264
2018-07-08T12:36:08-03:00,318
2018-07-08T12:36:08-03:00,291
2018-07-08T12:36:08-03:00,291
2018-07-08T12:36:09-03:00,291
2018-07-08T12:36:09-03:00,264
2018-07-08T12:36:09-03:00,264
2018-07-08T12:36:09-03:00,264
2018-07-08T12:36:09-03:00,264
2018-07-08T12:36:09-03:00,318
2018-07-08T12:36:09-03:00,291
2018-07-08T12:36:09-03:00,264
2018-07-08T12:36:09-03:00,291
2018-07-08T12:36:09-03:00,264
2018-07-08T12:36:10-03:00,264
2018-07-08T12:36:10-03:00,291
2018-07-08T12:36:10-03:00,264
2018-07-08T12:36:10-03:00,291
2018-07-08T12:36:10-03:00,291
2018-07-08T12:36:10-03:00,291
2018-07-08T12:36:10-03:00,291
2018-07-08T12:36:10-03:00,264
2018-07-08T12:36:10-03:00,264
2018-07-08T12:36:10-03:00,291
2018-07-08T12:36:11-03:00,291
2018-07-08T12:36:11-03:00,291
2018-07-08T12:36:11-03:00,264
2018-07-08T12:36:11-03:00,264
2018-07-08T12:36:11-03:00,291
2018-07-08T12:36:11-03:00,291
2018-07-08T12:36:11-03:00,264
2018-07-08T12:36:11-03:00,264
2018-07-08T12:36:11-03:00,264
2018-07-08T12:36:12-03:00,291
2018-07-08T12:36:12-03:00,291
2018-07-08T12:36:12-03:00,264
2018-07-08T12:36:12-03:00,264
2018-07-08T12:36:12-03:00,264
2018-07-08T12:36:12-03:00,291
2018-07-08T12:36:12-03:00,291
2018-07-08T12:36:12-03:00,291
2018-07-08T12:36:12-03:00,264
2018-07-08T12:36:12-03:00,291
2018-07-08T12:36:13-03:00,291
2018-07-08T12:36:13-03:00,237
2018-07-08T12:36:13-03:00,291
2018-07-08T12:36:13-03:00,264
2018-07-08T12:36:13-03:00,264
2018-07-08T12:36:13-03:00,264
2018-07-08T12:36:13-03:00,318
2018-07-08T12:36:13-03:00,291
2018-07-08T12:36:13-03:00,291
2018-07-08T12:36:13-03:00,264
2018-07-08T12:36:14-03:00,291
2018-07-08T12:36:14-03:00,291
2018-07-08T12:36:14-03:00,291
2018-07-08T12:36:14-03:00,291
2018-07-08T12:36:14-03:00,318
2018-07-08T12:36:14-03:00,291
2018-07-08T12:36:14-03:00,291
2018-07-08T12:36:14-03:00,291
2018-07-08T12:36:14-03:00,318
2018-07-08T12:36:14-03:00,264
2018-07-08T12:36:15-03:00,291
2018-07-08T12:36:15-03:00,291
2018-07-08T12:36:15-03:00,291
2018-07-08T12:36:15-03:00,291
2018-07-08T12:36:15-03:00,291
2018-07-08T12:36:15-03:00,291
2018-07-08T12:36:15-03:00,291
2018-07-08T12:36:15-03:00,291
2018-07-08T12:36:15-03:00,291
2018-07-08T12:36:15-03:00,264
2018-07-08T12:36:16-03:00,291
2018-07-08T12:36:16-03:00,264
2018-07-08T12:36:16-03:00,291
2018-07-08T12:36:16-03:00,291
2018-07-08T12:36:16-03:00,264
2018-07-08T12:36:16-03:00,264
2018-07-08T12:36:16-03:00,264
2018-07-08T12:36:16-03:00,264
2018-07-08T12:36:16-03:00,318
2018-07-08T12:36:16-03:00,291
2018-07-08T12:36:17-03:00,237
2018-07-08T12:36:17-03:00,264
2018-07-08T12:36:17-03:00,264
2018-07-08T12:36:17-03:00,264
2018-07-08T12:36:17-03:00,291
2018-07-08T12:36:17-03:00,264
2018-07-08T12:36:17-03:00,264
2018-07-08T12:36:17-03:00,318
2018-07-08T12:36:17-03:00,291
2018-07-08T12:36:17-03:00,291
2018-07-08T12:36:18-03:00,264
2018-07-08T12:36:18-03:00,291
2018-07-08T12:36:18-03:00,291
2018-07-08T12:36:18-03:00,291
2018-07-08T12:36:18-03:00,291
2018-07-08T12:36:18-03:00,318
2018-07-08T12:36:18-03:00,264
2018-07-08T12:36:18-03:00,264
2018-07-08T12:36:18-03:00,318
2018-07-08T12:36:18-03:00,291
2018-07-08T12:36:19-03:00,291
2018-07-08T12:36:19-03:00,291
2018-07-08T12:36:19-03:00,318
2018-07-08T12:36:19-03:00,291
2018-07-08T12:36:19-03:00,264
2018-07-08T12:36:19-03:00,291
2018-07-08T12:36:19-03:00,291
2018-07-08T12:36:19-03:00,291
2018-07-08T12:36:19-03:00,318
2018-07-08T12:36:19-03:00,264
2018-07-08T12:36:20-03:00,318
2018-07-08T12:36:20-03:00,291
2018-07-08T12:36:20-03:00,291
2018-07-08T12:36:20-03:00,291
2018-07-08T12:36:20-03:00,291
2018-07-08T12:36:20-03:00,291
2018-07-08T12:36:20-03:00,264
2018-07-08T12:36:20-03:00,264
2018-07-08T12:36:20-03:00,264
2018-07-08T12:36:20-03:00,291
2018-07-08T12:36:21-03:00,291
2018-07-08T12:36:21-03:00,318
2018-07-08T12:36:21-03:00,291
2018-07-08T12:36:21-03:00,264
2018-07-08T12:36:21-03:00,264
2018-07-08T12:36:21-03:00,318
2018-07-08T12:36:21-03:00,291
2018-07-08T12:36:21-03:00,264
2018-07-08T12:36:21-03:00,264
2018-07-08T12:36:21-03:00,291
2018-07-08T12:36:22-03:00,318
2018-07-08T12:36:22-03:00,264
2018-07-08T12:36:22-03:00,264
2018-07-08T12:36:22-03:00,291
2018-07-08T12:36:22-03:00,318
2018-07-08T12:36:22-03:00,264
2018-07-08T12:36:22-03:00,291
2018-07-08T12:36:22-03:00,291
2018-07-08T12:36:22-03:00,291
2018-07-08T12:36:22-03:00,264
2018-07-08T12:36:23-03:00,237
2018-07-08T12:36:23-03:00,318
2018-07-08T12:36:23-03:00,264
2018-07-08T12:36:23-03:00,291
2018-07-08T12:36:23-03:00,264
2018-07-08T12:36:23-03:00,291
2018-07-08T12:36:23-03:00,264
2018-07-08T12:36:23-03:00,291
2018-07-08T12:36:23-03:00,264
2018-07-08T12:36:23-03:00,291
2018-07-08T12:36:24-03:00,318
2018-07-08T12:36:24-03:00,291
2018-07-08T12:36:24-03:00,318
2018-07-08T12:36:24-03:00,264
2018-07-08T12:36:24-03:00,264
2018-07-08T12:36:24-03:00,291
2018-07-08T12:36:24-03:00,291
2018-07-08T12:36:24-03:00,264
2018-07-08T12:36:24-03:00,318
2018-07-08T12:36:24-03:00,318
2018-07-08T12:36:25-03:00,264
2018-07-08T12:36:25-03:00,291
2018-07-08T12:36:25-03:00,291
2018-07-08T12:36:25-03:00,291
2018-07-08T12:36:25-03:00,318
2018-07-08T12:36:25-03:00,291
2018-07-08T12:36:25-03:00,318
2018-07-08T12:36:25-03:00,291
2018-07-08T12:36:25-03:00,291
2018-07-08T12:36:25-03:00,291
2018-07-08T12:36:26-03:00,264
2018-07-08T12:36:26-03:00,291
2018-07-08T12:36:26-03:00,264
2018-07-08T12:36:26-03:00,291
2018-07-08T12:36:26-03:00,291
2018-07-08T12:36:26-03:00,291
2018-07-08T12:36:26-03:00,237
2018-07-08T12:36:26-03:00,291
2018-07-08T12:36:26-03:00,291
2018-07-08T12:36:26-03:00,291
2018-07-08T12:36:27-03:00,291
2018-07-08T12:36:27-03:00,264
2018-07-08T12:36:27-03:00,291
2018-07-08T12:36:27-03:00,291
2018-07-08T12:36:27-03:00,264
2018-07-08T12:36:27-03:00,291
2018-07-08T12:36:27-03:00,264
2018-07-08T12:36:27-03:00,291
2018-07-08T12:36:27-03:00,264
2018-07-08T12:36:27-03:00,264
2018-07-08T12:36:28-03:00,291
2018-07-08T12:36:28-03:00,291
2018-07-08T12:36:28-03:00,264
2018-07-08T12:36:28-03:00,291
2018-07-08T12:36:28-03:00,264
2018-07-08T12:36:28-03:00,291
2018-07-08T12:36:28-03:00,291
2018-07-08T12:36:28-03:00,291
2018-07-08T12:36:28-03:00,291
2018-07-08T12:36:28-03:00,291
2018-07-08T12:36:29-03:00,318
2018-07-08T12:36:29-03:00,291
2018-07-08T12:36:29-03:00,318
2018-07-08T12:36:29-03:00,291
2018-07-08T12:36:29-03:00,264
2018-07-08T12:36:29-03:00,291
2018-07-08T12:36:29-03:00,264
2018-07-08T12:36:29-03:00,291
2018-07-08T12:36:29-03:00,291
2018-07-08T12:36:29-03:00,318
2018-07-08T12:36:30-03:00,291
2018-07-08T12:36:30-03:00,291
2018-07-08T12:36:30-03:00,345
2018-07-08T12:36:30-03:00,318
2018-07-08T12:36:30-03:00,291
2018-07-08T12:36:30-03:00,318
2018-07-08T12:36:30-03:00,291
2018-07-08T12:36:30-03:00,264
2018-07-08T12:36:30-03:00,291
2018-07-08T12:36:30-03:00,291
2018-07-08T12:36:31-03:00,291
2018-07-08T12:36:31-03:00,318
2018-07-08T12:36:31-03:00,291
2018-07-08T12:36:31-03:00,264
2018-07-08T12:36:31-03:00,264
2018-07-08T12:36:31-03:00,318
2018-07-08T12:36:31-03:00,264
2018-07-08T12:36:31-03:00,318
2018-07-08T12:36:31-03:00,264
2018-07-08T12:36:31-03:00,264
2018-07-08T12:36:32-03:00,291
2018-07-08T12:36:32-03:00,264
2018-07-08T12:36:32-03:00,318
2018-07-08T12:36:32-03:00,291
2018-07-08T12:36:32-03:00,291
2018-07-08T12:36:32-03:00,264
2018-07-08T12:36:32-03:00,237
2018-07-08T12:36:32-03:00,264
2018-07-08T12:36:32-03:00,291
2018-07-08T12:36:32-03:00,291
2018-07-08T12:36:33-03:00,318
2018-07-08T12:36:33-03:00,291
2018-07-08T12:36:33-03:00,291
2018-07-08T12:36:33-03:00,291
2018-07-08T12:36:33-03:00,264
2018-07-08T12:36:33-03:00,264
2018-07-08T12:36:33-03:00,264
2018-07-08T12:36:33-03:00,318
2018-07-08T12:36:33-03:00,318
2018-07-08T12:36:33-03:00,291
2018-07-08T12:36:34-03:00,291
2018-07-08T12:36:34-03:00,291
2018-07-08T12:36:34-03:00,291
2018-07-08T12:36:34-03:00,264
2018-07-08T12:36:34-03:00,264
2018-07-08T12:36:34-03:00,264
2018-07-08T12:36:34-03:00,264
2018-07-08T12:36:34-03:00,264
2018-07-08T12:36:34-03:00,291
2018-07-08T12:36:34-03:00,291
2018-07-08T12:36:35-03:00,291
2018-07-08T12:36:35-03:00,291
2018-07-08T12:36:35-03:00,291
2018-07-08T12:36:35-03:00,264
2018-07-08T12:36:35-03:00,291
2018-07-08T12:36:35-03:00,291
2018-07-08T12:36:35-03:00,318
2018-07-08T12:36:35-03:00,264
2018-07-08T12:36:35-03:00,318
2018-07-08T12:36:35-03:00,318
2018-07-08T12:36:36-03:00,291
2018-07-08T12:36:36-03:00,291
2018-07-08T12:36:36-03:00,291
2018-07-08T12:36:36-03:00,291
2018-07-08T12:36:36-03:00,291
2018-07-08T12:36:36-03:00,318
2018-07-08T12:36:36-03:00,264
2018-07-08T12:36:36-03:00,318
2018-07-08T12:36:36-03:00,291
2018-07-08T12:36:36-03:00,291
2018-07-08T12:36:37-03:00,291
2018-07-08T12:36:37-03:00,291
2018-07-08T12:36:37-03:00,291
2018-07-08T12:36:37-03:00,264
2018-07-08T12:36:37-03:00,291
2018-07-08T12:36:37-03:00,291
2018-07-08T12:36:37-03:00,264
2018-07-08T12:36:37-03:00,291
2018-07-08T12:36:37-03:00,264
2018-07-08T12:36:37-03:00,264
2018-07-08T12:36:38-03:00,318
2018-07-08T12:36:38-03:00,291
